City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Mumbai,2,"Sunteck City 4th Avenue, Sunteck City 4th Avenue, Goregaon West, Mumbai",75000,644 sqft,Flat,Unfurnished,West,,2,,Bachelors/Family,Immediately
Mumbai,4,"Lodha Aura, Lodha Aura, Wadala, Mumbai",2 Lac,1309 sqft,Flat,Semi-Furnished,West,Main Road,4,4,Family,Immediately
Mumbai,1,"NIBR 1 Aerocity, NIBR 1 Aerocity, Andheri East, Mumbai",60000,400 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,2,"Shapoorji Pallonji Astron, Shapoorji Pallonji Astron, Thakur Village, Kandivali East, Mumbai",60000,631 sqft,Flat,Unfurnished,East,Garden/Park,2,,Bachelors/Family,Immediately
Mumbai,3,"Emerald Isle Elanor, Emerald Isle Elanor, Powai, Mumbai",2 Lac,1400 sqft,Flat,Semi-Furnished,North - West,Garden/Park,3,1,Bachelors,Immediately
Mumbai,3,"Mulund West, Mumbai",80000,912 sqft,Flat,Unfurnished,West,Garden/Park,3,,Family,Immediately
Mumbai,3,"Pant Nagar, Mumbai",1.4 Lac,1200 sqft,Flat,Semi-Furnished,East,Main Road,4,1,Family,Immediately
Mumbai,2,"NG Suncity Phase 3, NG Suncity Phase 3, Kandivali East, Mumbai",45000,650 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,3,"Lodha Aura, Lodha Aura, Wadala, Mumbai",1.9 Lac,1309 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,4,Bachelors/Family,Immediately
Mumbai,2,"Byculla West, Mumbai",75000,520 sqft,Flat,Furnished,West,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Vile Parle East, Mumbai",1.1 Lac,852 sqft,Flat,Semi-Furnished,East,Main Road,3,,Bachelors/Family,Immediately
Mumbai,1,"Sheth Vasant Utsav, Sheth Vasant Utsav, Thakur Village, Kandivali East, Mumbai",34000,400 sqft,Flat,Unfurnished,East,Garden/Park,2,,Family,Immediately
Mumbai,1,"Gundecha Marigold, Gundecha Marigold, Thakur Village, Kandivali East, Mumbai",40000,450 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",1,,Family,Immediately
Mumbai,2,"Piramal Revanta, Piramal Revanta, Mulund West, Mumbai",55000,770 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,,Bachelors,Immediately
Mumbai,3,"The Prestige City, The Prestige City, Mulund West, Mumbai",1.3 Lac,1440 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,"Supreme 19, Supreme 19, Andheri West, Mumbai",1.1 Lac,1000 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,1,"Dahanukar Wadi, Mumbai",35000,250 sqft,Flat,Unfurnished,South - East,Main Road,1,,Bachelors/Family,Immediately
Mumbai,2,"Hiranandani Gardens, Mumbai",98000,629 sqft,Flat,Semi-Furnished,North - West,"Garden/Park, Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"V Laxmi Queens Park, V Laxmi Queens Park, Chembur East, Mumbai",75000,700 sqft,Flat,Semi-Furnished,North,Main Road,2,,Bachelors/Family,Immediately
Mumbai,1,"Kanakia Park Apartment, Kanakia Park Apartment, Kandivali East, Mumbai",30000,480 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,2,"SD Epsilon, SD Epsilon, Kandivali East, Mumbai",65000,765 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors,Immediately
Mumbai,3,"Raheja Heights, Raheja Heights, Dindoshi, Mumbai",85000,978 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,4,Bachelors/Family,Immediately
Mumbai,1,Mumbai,90000,550 sqft,Flat,Furnished,,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,3,"Gokuldham Saidham CHS, Gokuldham Saidham CHS, Gokuldham Colony Goregaon East, Mumbai",1.2 Lac,947 sqft,Flat,Semi-Furnished,,Garden/Park,2,,Bachelors/Family,From Feb '26
Mumbai,1,"Bhoomi Hills, Bhoomi Hills, Kandivali East, Mumbai",35000,425 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
Mumbai,2,"Lodha Elisium, Lodha Elisium, Wadala, Mumbai",1.4 Lac,955 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,3,Bachelors/Family,Immediately
Mumbai,2,"Chembur East, Mumbai",85000,750 sqft,Flat,Semi-Furnished,West,Main Road,2,1,Family,Immediately
Mumbai,1,"Usha Sadan Apartment, Usha Sadan Apartment, Colaba, Mumbai",75000,450 sqft,Flat,Furnished,South - East,Main Road,1,,Bachelors,Immediately
Mumbai,3,"Kanakia Silicon Valley, Kanakia Silicon Valley, Hiranandani Gardens, Mumbai",1.5 Lac,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,4,"Navroze, Navroze, Pali Hill, Mumbai",5.3 Lac,1600 sqft,Flat,Furnished,West,,4,,Bachelors/Family,Immediately
Mumbai,3,"Lokhandwala Minerva, Lokhandwala Minerva, Mahalakshmi, Mumbai",3.5 Lac,1850 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",4,1,Bachelors,Immediately
Mumbai,3,"Nav Geeta CHS, Nav Geeta CHS, Central Avenue Road, Mumbai",1.5 Lac,1050 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Mumbai,3,"Satyam Springs, Satyam Springs, Chembur, Mumbai",1.6 Lac,1230 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",3,,Bachelors,Immediately
Mumbai,2,"Pushp Vinod II, Pushp Vinod II, Borivali West, Mumbai",48000,585 sqft,Flat,Unfurnished,West,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Kalpataru Vienta, Kalpataru Vienta, Kandivali East, Mumbai",63000,745 sqft,Flat,Unfurnished,East,Main Road,2,,Family,Immediately
Mumbai,2,"Chembur East, Mumbai",70000,800 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Mulund West, Mumbai",1.2 Lac,1305 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",3,,Family,Immediately
Mumbai,3,"Lokhandwala Octacrest, Lokhandwala Octacrest, Kandivali East, Mumbai",75000,1180 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",3,3,Family,Immediately
Mumbai,3,"Powai, Mumbai",1.5 Lac,1045 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
Mumbai,3,"Oberoi Esquire, Oberoi Esquire, Goregaon East, Mumbai",2.1 Lac,1160 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Mumbai,2,"Sunteck City Avenue II, Sunteck City Avenue II, Goregaon West, Mumbai",60000,579 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Viceroy SAVANA, Viceroy SAVANA, Kandivali East, Mumbai",1.4 Lac,1060 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Family,Immediately
Mumbai,2,"L&T Elixir Reserve, L&T Elixir Reserve, Powai, Mumbai",85000,715 sqft,Flat,Unfurnished,,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,"Suprem Legacy Chs, Suprem Legacy Chs, Kandivali West, Mumbai",58000,636 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Family,Immediately
Mumbai,4,"Vikhroli, Mumbai",3.2 Lac,1800 sqft,Flat,Semi-Furnished,,,5,3,Bachelors,From Feb '26
Mumbai,2,"Tridhaatu Morya, Tridhaatu Morya, Chembur, Mumbai",72000,700 sqft,Flat,Unfurnished,North,Main Road,2,1,Bachelors,Immediately
Mumbai,2,"Vijayi Jwala, Vijayi Jwala, Shastri Nagar Mitha Nagar, Mumbai",60000,695 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,,Bachelors,Immediately
Mumbai,5,"Dheeraj Insignia Apartment, Dheeraj Insignia Apartment, Bandra East, Mumbai",1.9 Lac,2000 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",6,6,Bachelors/Family,Immediately
Mumbai,2,"Jay Prakash Nagar, Jay Prakash Nagar, Goregaon East, Mumbai",65000,670 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Borivali West, Mumbai",42000,525 sqft,Flat,Furnished,South,Main Road,2,2,Bachelors,Immediately
Mumbai,3,"Rustomjee, Rustomjee, Sion, Mumbai",95000,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,3,"Raheja Imperia I, Raheja Imperia I, Worli, Mumbai",4.6 Lac,1450 sqft,Flat,Furnished,East,Garden/Park,4,,Family,Immediately
Mumbai,2,"Gokul Gagan, Gokul Gagan, Thakur Village, Kandivali East, Mumbai",48000,650 sqft,Flat,Furnished,North,Garden/Park,2,,Family,Immediately
Mumbai,3,"Wadhwa Anmol Fortune, Wadhwa Anmol Fortune, Goregaon West, Mumbai",90000,1112 sqft,Flat,Unfurnished,East,Main Road,3,,Family,Immediately
Mumbai,3,"Golden Willows, Golden Willows, Yogi Hills, Mumbai",90000,1150 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
Mumbai,1,Mumbai,30000,302 sqft,Flat,Unfurnished,East,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Khar Laxmi Niwas Apartment, Khar Laxmi Niwas Apartment, Khar West, Mumbai",2.9 Lac,1200 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,1,"Apna Ghar Phase 3, Apna Ghar Phase 3, Vinay Nagar, Mumbai",14500,300 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,3,"Dariya Mahal, Dariya Mahal, Napean Sea Road, Mumbai",2 Lac,1220 sqft,Flat,Semi-Furnished,West,Garden/Park,3,,Bachelors,Immediately
Mumbai,4,Malad West Mumbai,3.5 Lac,3000 sqft,Villa,Semi-Furnished,East,"Garden/Park, Main Road",4,4,Bachelors/Family,Immediately
Mumbai,4,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",1.8 Lac,1350 sqft,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
Mumbai,2,"Chembur, Mumbai",76000,900 sqft,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
Mumbai,4,"Godrej The Trees, Godrej The Trees, Vikhroli East, Mumbai",2.6 Lac,1756 sqft,Flat,Semi-Furnished,East,Garden/Park,4,1,Bachelors/Family,Immediately
Mumbai,2,"Shapoorji Pallonji Astron, Shapoorji Pallonji Astron, Kandivali East, Mumbai",65000,763 sqft,Flat,Unfurnished,,,2,3,Bachelors/Family,Immediately
Mumbai,2,"Rivali Park, Rivali Park, Borivali East, Mumbai",50000,750 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
Mumbai,2,"Dadarkar Building, Dadarkar Building, Dadar West, Mumbai",1.2 Lac,750 sqft,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,"Tilak Nagar Chembur, Mumbai",80000,1000 sqft,Flat,Unfurnished,East,Main Road,3,,Family,Immediately
Mumbai,3,"Prim Rose, Prim Rose, Azad Nagar Andheri West, Mumbai",1.2 Lac,950 sqft,Flat,Semi-Furnished,,Main Road,3,3,Family,Immediately
Mumbai,2,"Runwal Greens, Runwal Greens, Mulund West, Mumbai",62000,732 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Mumbai,3,"Matunga East, Mumbai",1.9 Lac,1180 sqft,Flat,Semi-Furnished,East,,3,1,Bachelors,Immediately
Mumbai,3,"Riddhi Garden, Riddhi Garden, Azad Nagar Gokuldham Colony, Mumbai",75000,1200 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",3,,Family,Immediately
Mumbai,3,"Chandivali, Mumbai",1 Lac,900 sqft,Flat,Unfurnished,,,2,1,Bachelors/Family,Immediately
Mumbai,2,"Gokuldham Colony Goregaon East, Mumbai",1 Lac,1200 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Mumbai,2,"Kalpataru Radiance, Kalpataru Radiance, Goregaon West, Mumbai",90000,770 sqft,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,3,"Omkar Veda, Omkar Veda, Parel, Mumbai",1.4 Lac,1150 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
Mumbai,5,"Lodha World View, Lodha World View, Worli, Mumbai",13 Lac,3786 sqft,Flat,Furnished,North,"Garden/Park, Pool, Main Road",7,2,Bachelors/Family,Immediately
Mumbai,2,"Kshitij CHS, Kshitij CHS, Goregaon East, Mumbai",65000,850 sqft,Flat,Furnished,East,,2,,Bachelors/Family,Immediately
Mumbai,4,"Chembur East, Mumbai",1.8 Lac,1482 sqft,Flat,Semi-Furnished,East,Garden/Park,4,,Bachelors/Family,Immediately
Mumbai,2,"Prabhat Colony, Mumbai",82000,650 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Mumbai,1,"Shraddha B & C Apartment, Shraddha B & C Apartment, Kandivali East, Mumbai",38000,450 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",1,,Bachelors/Family,Immediately
Mumbai,2,"Vasant Oscar, Vasant Oscar, Mumbai",57000,726 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,From Feb '26
Mumbai,1,"Malad West, Mumbai",32000,360 sqft,Flat,Unfurnished,North,Garden/Park,1,,Bachelors,Immediately
Mumbai,2,"Kandivali West, Mumbai",50000,750 sqft,Flat,Furnished,North - West,Main Road,2,,Bachelors,Immediately
Mumbai,4,"Rustomjee Crown, Rustomjee Crown, Century Bazaar, Mumbai",5.5 Lac,2550 sqft,Flat,Semi-Furnished,East,Main Road,4,,Family,Immediately
Mumbai,3,"Oberoi Sky City, Oberoi Sky City, Borivali East, Mumbai",1.1 Lac,1073 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Family,Immediately
Mumbai,2,"Nirmal Lifestyle, Nirmal Lifestyle, Mulund West, Mumbai",49999,850 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,3,"Mahindra Vivante, Mahindra Vivante, Andheri East, Mumbai",1.5 Lac,1240 sqft,Flat,Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,"Dedhia Palatial Height, Dedhia Palatial Height, Powai, Mumbai",78000,950 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,3,"Venus Goregaon East, Venus Goregaon East, Goregaon East, Mumbai",90000,1100 sqft,Flat,Semi-Furnished,South -West,Garden/Park,3,1,Bachelors/Family,From Mar '26
Mumbai,1,"Triple S Heights, Triple S Heights, Malad West, Mumbai",25000,250 sqft,Flat,Semi-Furnished,West,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Piramal Revanta, Piramal Revanta, Mulund West, Mumbai",92000,1296 sqft,Flat,Semi-Furnished,West,Garden/Park,3,1,Bachelors,Immediately
Mumbai,2,"Sun City Mercury, Sun City Mercury, Powai, Mumbai",50000,650 sqft,Flat,Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,3,"Fiona, Fiona, Andheri West, Mumbai",1.6 Lac,1200 sqft,Flat,Furnished,,,3,,Bachelors/Family,Immediately
Mumbai,1,"Gokul Paradise, Gokul Paradise, Kandivali East, Mumbai",25000,400 sqft,Flat,Semi-Furnished,North - East,Garden/Park,1,,Bachelors/Family,Immediately
Mumbai,2,"Vasant Galaxy, Vasant Galaxy, Goregaon West, Mumbai",79000,885 sqft,Flat,Semi-Furnished,,,2,,Bachelors,Immediately
Mumbai,2,"ARA Swaminarayan Dham, ARA Swaminarayan Dham, Andheri East, Mumbai",65000,540 sqft,Flat,Furnished,North - East,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Nellai Heights, Nellai Heights, Chembur, Mumbai",90000,1020 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Mumbai,1,"Munish Apartment, Munish Apartment, Mulund West, Mumbai",15000,750 sqft,Flat,Furnished,North - West,"Pool, Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,2,"Neelam Nagar Building No 6 CHS Ltd, Neelam Nagar Building No 6 CHS Ltd, Neelam Nagar Society, Mumbai",45000,700 sqft,Flat,Semi-Furnished,North,Garden/Park,2,,Family,Immediately
Mumbai,3,"Vijay Golden Peak, Vijay Golden Peak, Khar West, Mumbai",2.5 Lac,1000 sqft,Flat,Semi-Furnished,,,3,,Bachelors/Family,Immediately
Mumbai,2,"Sweet Home, Sweet Home, JVPD Scheme, Mumbai",1.5 Lac,710 sqft,Flat,Furnished,,,2,1,Bachelors/Family,Immediately
Mumbai,2,"Gundecha Symphony, Gundecha Symphony, Andheri West, Mumbai",90000,645 sqft,Flat,Furnished,North - East,Garden/Park,2,,Bachelors/Family,Immediately
Mumbai,4,"Upper Govind Nagar, Mumbai",1.2 Lac,1700 sqft,Flat,Furnished,,,4,2,Bachelors/Family,Immediately
Mumbai,2,"Versova Andheri West, Mumbai",5.50 Cr,990 sqft,Flat,Semi-Furnished,,"Garden/Park, Main Road",2,,Bachelors/Family,Immediately
Mumbai,2,"Mangal Prabhat, Mangal Prabhat, Nehru Nagar Airport Area, Mumbai",44000,700 sqft,Flat,Semi-Furnished,,,2,,Bachelors/Family,Immediately
Mumbai,2,"Andheri Panchvati CHS, Andheri Panchvati CHS, Juhu Lane, Mumbai",90000,765 sqft,Flat,Furnished,East,,2,1,Bachelors/Family,From Apr '26
Mumbai,1,"Bhandup East, Mumbai",25000,400 sqft,Flat,Semi-Furnished,,,1,,Bachelors/Family,Immediately
Mumbai,2,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",82000,666 sqft,Flat,Furnished,North - East,"Garden/Park, Pool",2,,Bachelors/Family,Immediately
Mumbai,2,"DB Ozone, DB Ozone, Dahisar East, Mumbai",25000,625 sqft,Flat,Semi-Furnished,North - East,Main Road,2,3,Bachelors/Family,Immediately
Mumbai,2,"Chandak Stella, Chandak Stella, Goregaon West, Mumbai",70000,675 sqft,Flat,Semi-Furnished,East,,2,,Bachelors/Family,From Feb '26
Mumbai,1,"Dahisar East, Mumbai",34000,590 sqft,Flat,Semi-Furnished,South,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Kandivali East, Mumbai",45000,1200 sqft,Flat,Unfurnished,,,3,,Bachelors/Family,Immediately
Mumbai,3,"Kanakia Silicon Valley, Kanakia Silicon Valley, Powai, Mumbai",2.4 Lac,1057 sqft,Flat,Furnished,North - East,"Garden/Park, Pool",4,1,Bachelors,Immediately
Mumbai,2,"Andheri West, Mumbai",65000,900 sqft,Flat,Semi-Furnished,North,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"PL Lokhande Marg, Mumbai",40000,670 sqft,Flat,Semi-Furnished,,"Garden/Park, Main Road",1,,Family,Immediately
Mumbai,3,"Bandra East, Mumbai",1.4 Lac,750 sqft,Flat,Furnished,North - East,Garden/Park,2,,Bachelors,Immediately
Mumbai,2,"Lakshmiben Chedda Nagar, Mumbai",17000,550 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors,Immediately
Mumbai,5,"Mohini Castle, Mohini Castle, Khar West, Mumbai",4.5 Lac,3500 sqft,Flat,Furnished,South -West,"Garden/Park, Pool",5,1,Bachelors/Family,Immediately
Mumbai,2,"Hill Road, Mumbai",2 Lac,1000 sqft,Flat,Furnished,,"Main Road, Garden/Park",2,,Bachelors,Immediately
Mumbai,2,Mumbai,50000,800 sqft,Flat,Semi-Furnished,,,2,2,Bachelors/Family,Immediately
Mumbai,3,"Kalpataru Magnus, Kalpataru Magnus, Kala Nagar, Mumbai",2.5 Lac,1121 sqft,Flat,Semi-Furnished,East,,3,1,Family,From Feb '26
Mumbai,3,"Chembur East, Mumbai",1.7 Lac,1350 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,"Millennium Court, Millennium Court, Lokhandwala Complex Andheri West, Mumbai",1.5 Lac,1300 sqft,Flat,Unfurnished,East,Main Road,3,2,Bachelors/Family,Immediately
Mumbai,3,"Andheri West, Mumbai",1.2 Lac,950 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",3,,Family,Immediately
Mumbai,2,"Nahars Amrit Shakti Road, Mumbai",76000,820 sqft,Flat,Furnished,West,"Garden/Park, Pool, Main Road",2,,Bachelors/Family,Immediately
Mumbai,1,"Mira Road Area, Mumbai",22000,450 sqft,Flat,Semi-Furnished,East,Main Road,1,,Bachelors/Family,Immediately
Mumbai,3,"Andheri East, Mumbai",1 Lac,1000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,,Bachelors/Family,Immediately
Mumbai,2,"Sai Shrshti, Sai Shrshti, Sector 8 Charkop, Mumbai",48000,750 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,5,Family,Immediately
Mumbai,2,"Shapoorji Pallonji BKC 28, Shapoorji Pallonji BKC 28, Bandra East, Mumbai",1.1 Lac,686 sqft,Flat,Semi-Furnished,West,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Andheri West, Mumbai",65000,650 sqft,Flat,Furnished,East,,2,2,Bachelors,Immediately
Mumbai,3,"Lodha Dioro, Lodha Dioro, Wadala, Mumbai",1.5 Lac,1900 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,3,Bachelors,Immediately
Mumbai,2,"Prestige Jasdan Classic, Prestige Jasdan Classic, Byculla, Mumbai",1.8 Lac,800 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,1,Bachelors,Immediately
Mumbai,3,"Bandra West, Mumbai",1.9 Lac,1140 sqft,Flat,Semi-Furnished,East,Main Road,3,,Bachelors/Family,Immediately
Mumbai,4,"Lodha Marquise, Lodha Marquise, Worli, Mumbai",5 Lac,1526 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",4,5,Bachelors/Family,Immediately
Mumbai,2,Mumbai,40000,650 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,"Rivali Park, Rivali Park, Borivali East, Mumbai",70000,935 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
Mumbai,1,"Govandi West, Mumbai",28000,290 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",1,,Bachelors,Immediately
Mumbai,3,"Bandra East, Mumbai",2.9 Lac,1250 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",4,1,Bachelors/Family,Immediately
Mumbai,3,"Gundecha Heights, Gundecha Heights, Kanjurmarg West, Mumbai",75000,1000 sqft,Flat,Unfurnished,North - East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,"Sheth Vasant Blossom, Sheth Vasant Blossom, Andheri East, Mumbai",90000,828 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,2,"Powai, Mumbai",67000,530 sqft,Flat,Semi-Furnished,West,Garden/Park,2,,Bachelors,From Feb '26
Mumbai,2,"Malad West, Mumbai",55000,650 sqft,Flat,Unfurnished,East,,2,,Bachelors/Family,Immediately
Mumbai,1,Colaba Mumbai,15000,135 sqft,House,Semi-Furnished,East,Main Road,1,1,Bachelors,Immediately
Mumbai,3,"Yari Road, Mumbai",1.3 Lac,1050 sqft,Flat,Semi-Furnished,East,Garden/Park,3,,Bachelors/Family,Immediately
Mumbai,2,"Sunteck Maxx World, Sunteck Maxx World, Naigaon East, Mumbai",15000,570 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",2,1,Family,Immediately
Mumbai,2,"Andheri West, Mumbai",1 Lac,600 sqft,Flat,Furnished,East,Main Road,2,,Bachelors/Family,Immediately
Mumbai,3,"Oberoi Residence, Oberoi Residence, Mulund West, Mumbai",1.1 Lac,1070 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",3,,Bachelors/Family,Immediately
Mumbai,2,"Ritu Mukund, Ritu Mukund, Mira Road Area, Mumbai",22000,850 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,4,Bachelors/Family,Immediately
Mumbai,3,"Powai, Mumbai",1.4 Lac,785 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,"Azad Nagar Saki Naka, Mumbai",70000,600 sqft,Flat,Furnished,North - East,Main Road,2,,Bachelors,Immediately
Mumbai,2,"Andheri West, Mumbai",85000,600 sqft,Flat,Furnished,West,Main Road,2,,Bachelors/Family,Immediately
Mumbai,2,"Shiv Parvati, Shiv Parvati, Malad West, Mumbai",48000,850 sqft,Flat,Unfurnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Vihan Sunshine Heights, Vihan Sunshine Heights, Ghansoli, Mumbai",75000,950 sqft,Flat,Furnished,East,Main Road,2,3,Bachelors,Immediately
Mumbai,1,"Lalani Velentine Apartments II, Lalani Velentine Apartments II, Malad East, Mumbai",35000,500 sqft,Flat,Unfurnished,North,Main Road,1,,Bachelors/Family,Immediately
Mumbai,2,"Andheri West, Mumbai",95000,750 sqft,Flat,Furnished,East,Garden/Park,2,,Bachelors/Family,Immediately
Mumbai,3,"Abhismit Aum Heights, Abhismit Aum Heights, Goregaon West, Mumbai",15000,1000 sqft,Flat,Furnished,East,Garden/Park,2,,Bachelors,Immediately
Mumbai,2,"Powai, Mumbai",65000,840 sqft,Flat,Semi-Furnished,East,,2,1,Bachelors,Immediately
Mumbai,2,"Santacruz West, Mumbai",1.6 Lac,735 sqft,Flat,Furnished,North,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Thakur Village, Kandivali East, Mumbai",1.1 Lac,1001 sqft,Flat,Unfurnished,East,"Garden/Park, Pool",3,,Bachelors/Family,Immediately
Mumbai,2,"Powai, Mumbai",75000,876 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Mumbai,3,"Adityaraj Pragati CHS Central, Adityaraj Pragati CHS Central, Pant Nagar, Mumbai",90000,930 sqft,Flat,Unfurnished,North,"Garden/Park, Main Road",4,,Bachelors,Immediately
Mumbai,1,"Tagore Park, Tagore Park, Malad West, Mumbai",35000,373 sqft,Flat,Semi-Furnished,East,Main Road,1,,Bachelors,Immediately
Mumbai,3,"Kandivali West, Mumbai",72000,1150 sqft,Flat,Unfurnished,East,Main Road,3,2,Bachelors/Family,Immediately
Mumbai,2,"Pushtikar CHS, Pushtikar CHS, Jogeshwari West, Mumbai",54000,623 sqft,Flat,Furnished,East,Main Road,2,,Bachelors,Immediately
Mumbai,2,"DN Nagar, Mumbai",65000,650 sqft,Flat,Semi-Furnished,North,Main Road,2,,Bachelors,Immediately
Mumbai,3,"Shastri Nagar Santacruz West, Mumbai",1.8 Lac,950 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
