,City,BHK,Location,Price (₹),Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
438,Bangalore,3, ,65000,1426 sqft,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors,Immediately
439,Bangalore,3, ,50000,1750 sqft,Flat,Furnished,West,Garden/Park,3,3,Family,Immediately
440,Bangalore,1, ,33000,456 sqft,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
441,Bangalore,4,Kanakapura Road,1.4 Lac,3010 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool",4,3,Bachelors/Family,Immediately
442,Bangalore,3, ,63000,1650 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Bachelors/Family,Immediately
443,Bangalore,3, ,70000,1500 sqft,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",3,3,Family,Immediately
444,Bangalore,3,Hebbal,60000,1250 sqft,Flat,Unfurnished,West,Garden/Park,3,2,Bachelors,Immediately
445,Bangalore,2,Electronic City,30000,1200 sqft,Flat,Semi-Furnished,North,Main Road,2,2,Bachelors,Immediately
446,Bangalore,2,Whitefield,30000,1000 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
447,Bangalore,2,Banashankari,31000,645 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
448,Bangalore,3,Whitefield,1.1 Lac,1661 sqft,Flat,Furnished,South,"Garden/Park, Pool, Main Road",3,3,Family,Immediately
449,Bangalore,3, ,78000,1500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,2,Bachelors/Family,Immediately
450,Bangalore,3,Rajajinagar,1.8 Lac,1750 sqft,Flat,Semi-Furnished,North,Main Road,3,2,Bachelors/Family,Immediately
451,Bangalore,2, ,23000,1100 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
452,Bangalore,3,Sarjapur,32000,2000 sqft,Villa,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
453,Bangalore,4,Bellandur,1.1 Lac,2300 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool",4,4,Bachelors,Immediately
454,Bangalore,4,Sarjapur,80000,3440 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,2,Bachelors,Immediately
455,Bangalore,3,Indiranagar,1.2 Lac,1960 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
456,Bangalore,2,Sarjapur,50000,1750 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
457,Bangalore,1, ,27000,459 sqft,Flat,Semi-Furnished,East,Pool,1,1,Bachelors/Family,Immediately
458,Bangalore,2,Marathahalli,64000,1265 sqft,Flat,Semi-Furnished,West,Garden/Park,2,Unknown,Bachelors,Immediately
459,Bangalore,3,Whitefield,65000,1565 sqft,Flat,Semi-Furnished,North,Main Road,3,Unknown,Bachelors,From Feb '26
460,Bangalore,4,Whitefield,1.5 Lac,3000 sqft,Villa,Semi-Furnished,East,Garden/Park,4,2,Family,Immediately
461,Bangalore,3, ,1 Lac,1800 sqft,Flat,Semi-Furnished,South,Main Road,3,2,Bachelors/Family,From Feb '26
462,Bangalore,3,Whitefield,70000,1037 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
463,Bangalore,4,Sarjapur,1.3 Lac,2866 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool",4,2,Bachelors,Immediately
464,Bangalore,3,Hebbal,75000,2100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Bachelors/Family,Immediately
465,Bangalore,2, ,45000,900 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
466,Bangalore,3,Rajajinagar,2.2 Lac,1277 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
467,Bangalore,2, ,35000,1052 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Bachelors/Family,Immediately
468,Bangalore,3, ,50000,1225 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
469,Bangalore,3,Sarjapur,80000,1091 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,2,Bachelors,Immediately
470,Bangalore,2,HSR Layout,35000,1211 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
471,Bangalore,3,Hebbal,70000,1400 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",3,1,Bachelors,Immediately
472,Bangalore,4,Whitefield,2.2 Lac,3000 sqft,Villa,Unfurnished,East,Garden/Park,4,3,Bachelors/Family,Immediately
473,Bangalore,3,Yelahanka,31000,850 sqft,Flat,Semi-Furnished,North,Garden/Park,2,2,Bachelors/Family,Immediately
474,Bangalore,3, ,26000,1372 sqft,Flat,Semi-Furnished,North,Main Road,3,3,Family,Immediately
475,Bangalore,4, ,1.3 Lac,5500 sqft,Villa,Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
476,Bangalore,1, ,35000,500 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",1,1,Bachelors,Immediately
477,Bangalore,4,Whitefield,1.6 Lac,3200 sqft,Villa,Semi-Furnished,North,Main Road,5,2,Family,Immediately
478,Bangalore,3, ,75000,2100 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
479,Bangalore,4,Sarjapur,1.1 Lac,3708 sqft,Villa,Semi-Furnished,North,"Garden/Park, Pool, Main Road",5,2,Bachelors,Immediately
480,Bangalore,3, ,65000,1920 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool",4,2,Bachelors/Family,Immediately
481,Bangalore,3,Whitefield,45000,1030 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
482,Bangalore,3,Rajajinagar,1.9 Lac,1900 sqft,Flat,Semi-Furnished,North,Garden/Park,4,3,Bachelors,Immediately
483,Bangalore,2, ,45000,1500 sqft,House,Semi-Furnished,North,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
484,Bangalore,2, ,32000,980 sqft,Flat,Furnished,West,Main Road,2,2,Bachelors,Immediately
485,Bangalore,3, ,2.3 Lac,2293 sqft,Flat,Semi-Furnished,North,Main Road,3,1,Bachelors/Family,Immediately
486,Bangalore,3, ,1.2 Lac,2500 sqft,Flat,Furnished,East,"Pool, Garden/Park",3,2,Bachelors/Family,Immediately
487,Bangalore,1, ,25000,600 sqft,Flat,Semi-Furnished,North,Main Road,1,1,Bachelors,Immediately
488,Bangalore,3, ,1.9 Lac,2900 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
489,Bangalore,4,BTM Layout,85000,2400 sqft,House,Furnished,East,Main Road,5,2,Family,Immediately
490,Bangalore,3,Bannerghatta Main Road,35000,1560 sqft,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
491,Bangalore,3,Rajajinagar,2 Lac,2400 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
492,Bangalore,3, ,1.2 Lac,2990 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors,Immediately
493,Bangalore,3,Banashankari,40000,1628 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors,Immediately
494,Bangalore,3,Koramangala,1.3 Lac,1800 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
495,Bangalore,3, ,65000,2000 sqft,Villa,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
496,Bangalore,3, ,80000,1749 sqft,Flat,Furnished,East,Main Road,3,2,Bachelors/Family,From Jan '26
497,Bangalore,2,Yelahanka,46000,1046 sqft,Flat,Semi-Furnished,North,Pool,2,2,Family,Immediately
498,Bangalore,3, ,1.8 Lac,2000 sqft,Flat,Semi-Furnished,North - West,Garden/Park,3,3,Family,Immediately
499,Bangalore,4,Hebbal,2 Lac,4000 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",4,Unknown,Bachelors,Immediately
500,Bangalore,4,Hebbal,3.5 Lac,5112 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",6,2,Bachelors/Family,Immediately
501,Bangalore,2,Varthur,45000,637 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park",2,1,Bachelors/Family,Immediately
502,Bangalore,1,Sarjapur,27000,800 sqft,Flat,Semi-Furnished,North - East,"Pool, Garden/Park, Main Road",1,1,Bachelors,Immediately
503,Bangalore,3,Whitefield,90000,1775 sqft,Flat,Semi-Furnished,North - East,Garden/Park,3,2,Family,Immediately
504,Bangalore,2, ,40000,1100 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
505,Bangalore,3, ,80000,1781 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
506,Bangalore,2,Sarjapur,22000,915 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool",2,1,Bachelors,Immediately
507,Bangalore,4, ,3 Lac,4000 sqft,Villa,Furnished,North,"Pool, Garden/Park",4,2,Bachelors/Family,Immediately
508,Bangalore,4, ,55000,1520 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
509,Bangalore,3, ,1.6 Lac,1800 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
510,Bangalore,3,Rajajinagar,1.2 Lac,2001 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",3,2,Bachelors/Family,Immediately
511,Bangalore,3, ,95000,1450 sqft,Flat,Furnished,East,Garden/Park,2,1,Bachelors,Immediately
512,Bangalore,3,Kanakapura Road,65000,1500 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park, Pool",3,1,Bachelors/Family,Immediately
513,Bangalore,4,Devanahalli,2.3 Lac,2940 sqft,Villa,Furnished,East,Main Road,4,2,Family,Immediately
514,Bangalore,3,Sarjapur,65000,1088 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
515,Bangalore,3,Sarjapur,95000,3000 sqft,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,2,Bachelors,Immediately
516,Bangalore,2, ,85000,1200 sqft,Flat,Unfurnished,East,"Garden/Park, Main Road",2,3,Bachelors,Immediately
517,Bangalore,2,Bannerghatta Main Road,55000,772 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
518,Bangalore,2, ,60000,1200 sqft,Flat,Furnished,East,Main Road,2,1,Bachelors,Immediately
520,Bangalore,2, ,40000,1297 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
521,Bangalore,3,Rajajinagar,3.4 Lac,1928 sqft,Flat,Semi-Furnished,West,Main Road,3,2,Bachelors/Family,Immediately
522,Bangalore,3,Koramangala,80000,2200 sqft,House,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
523,Bangalore,4,Devanahalli,1.5 Lac,3010 sqft,Villa,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,3,Bachelors/Family,Immediately
524,Bangalore,3, ,55000,1917 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
525,Bangalore,4,Hebbal,3.5 Lac,5689 sqft,Flat,Semi-Furnished,East,Pool,5,3,Bachelors/Family,Immediately
526,Bangalore,2,Bellandur,66000,1200 sqft,Flat,Semi-Furnished,North,Garden/Park,2,1,Family,Immediately
527,Bangalore,3, ,65000,1650 sqft,Flat,Semi-Furnished,West,Pool,2,2,Bachelors,Immediately
528,Bangalore,2, ,35000,756 sqft,Flat,Semi-Furnished,East,Main Road,2,3,Bachelors/Family,Immediately
529,Bangalore,2,Sarjapur,30000,700 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
530,Bangalore,4,Whitefield,4.5 Lac,3200 sqft,Villa,Semi-Furnished,North,Pool,4,2,Bachelors/Family,Immediately
531,Bangalore,4, ,2.8 Lac,4700 sqft,Flat,Furnished,East,"Pool, Garden/Park, Main Road",5,4,Bachelors,Immediately
532,Bangalore,3,Whitefield,85000,1312 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,3,Bachelors/Family,Immediately
535,Bangalore,2,Varthur,41000,485 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park",1,1,Bachelors/Family,Immediately
536,Bangalore,3, ,50000,1000 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
537,Bangalore,3, ,90000,1600 sqft,Flat,Semi-Furnished,East,Main Road,3,3,Family,Immediately
538,Bangalore,3, ,1.1 Lac,1680 sqft,Flat,Semi-Furnished,West,Main Road,3,3,Bachelors/Family,Immediately
539,Bangalore,2,Whitefield,33000,1200 sqft,Flat,Semi-Furnished,East,"Main Road, Garden/Park",2,2,Bachelors,Immediately
540,Bangalore,2,Kanakapura Road,38500,1306 sqft,Flat,Semi-Furnished,West,"Pool, Garden/Park",2,3,Bachelors,Immediately
541,Bangalore,2, ,35000,1162 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,From Feb '26
542,Bangalore,2, ,30000,1100 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
543,Bangalore,4,Sarjapur,55000,3853 sqft,Villa,Semi-Furnished,North - East,Garden/Park,4,2,Bachelors,Immediately
544,Bangalore,2, ,25 Lac,911 sqft,Flat,Semi-Furnished,West,Pool,2,2,Bachelors/Family,Immediately
545,Bangalore,2, ,35000,1200 sqft,House,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
546,Bangalore,3, ,35000,1562 sqft,Flat,Semi-Furnished,East,Main Road,3,Unknown,Bachelors/Family,Immediately
547,Bangalore,3, ,50000,1550 sqft,Flat,Semi-Furnished,West,Main Road,3,1,Bachelors/Family,Immediately
551,Bangalore,3, ,30 Lac,800 sqft,Flat,Unfurnished,South,Main Road,2,Unknown,Family,Immediately
552,Bangalore,2,Sarjapur,60000,1317 sqft,Flat,Semi-Furnished,East,Garden/Park,2,2,Family,Immediately
553,Bangalore,2, ,28000,1100 sqft,House,Semi-Furnished,West,Main Road,2,1,Bachelors/Family,Immediately
554,Bangalore,3,Devanahalli,30000,1430 sqft,Flat,Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
555,Bangalore,3, ,90000,1650 sqft,Flat,Semi-Furnished,North,Garden/Park,3,2,Family,Immediately
556,Bangalore,4, ,2.9 Lac,4224 sqft,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",4,4,Bachelors,Immediately
557,Bangalore,3,Hebbal,70000,1200 sqft,Flat,Furnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
558,Bangalore,3,Yelahanka,1 Lac,2654 sqft,Flat,Semi-Furnished,North,Garden/Park,4,5,Bachelors/Family,Immediately
559,Bangalore,3,Electronic City,40500,2200 sqft,Flat,Semi-Furnished,South -West,"Garden/Park, Main Road",3,1,Bachelors,Immediately
560,Bangalore,3, ,55000,2293 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
561,Bangalore,3,Hebbal,70000,1945 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
562,Bangalore,3, ,90000,2105 sqft,Villa,Semi-Furnished,East,Garden/Park,3,2,Family,Immediately
563,Bangalore,3,Hebbal,1.6 Lac,2100 sqft,Flat,Furnished,North - East,"Garden/Park, Pool",3,10,Bachelors/Family,Immediately
565,Bangalore,3, ,48000,1600 sqft,Flat,Unfurnished,North,"Garden/Park, Pool",3,4,Bachelors,Immediately
566,Bangalore,4,Sarjapur,1.8 Lac,2900 sqft,Villa,Furnished,East,Main Road,4,1,Bachelors/Family,Immediately
567,Bangalore,3, ,1.3 Lac,1780 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
568,Bangalore,3,Whitefield,1.3 Lac,3117 sqft,Villa,Semi-Furnished,South -West,"Garden/Park, Main Road",4,2,Bachelors,Immediately
569,Bangalore,2, ,35000,1200 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
570,Bangalore,2, ,50000,1210 sqft,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
571,Bangalore,4, ,1.3 Lac,2250 sqft,Villa,Semi-Furnished,North - West,"Garden/Park, Main Road",4,2,Bachelors,Immediately
572,Bangalore,2, ,46000,690 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
573,Bangalore,3, ,26000,1179 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Family,Immediately
574,Bangalore,3, ,50000,1000 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
575,Bangalore,5,Hebbal,3.3 Lac,5000 sqft,Villa,Semi-Furnished,East,Garden/Park,5,4,Family,Immediately
576,Bangalore,4,Sarjapur,75000,1850 sqft,Flat,Unfurnished,South,"Garden/Park, Main Road",4,2,Bachelors/Family,Immediately
577,Bangalore,2, ,31000,1250 sqft,Flat,Semi-Furnished,North,Main Road,2,1,Family,Immediately
578,Bangalore,2, ,67000,1300 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,1,Family,Immediately
579,Bangalore,4,Whitefield,3.3 Lac,5500 sqft,Flat,Semi-Furnished,East,Garden/Park,5,3,Bachelors/Family,Immediately
580,Bangalore,3, ,50000,1350 sqft,Flat,Semi-Furnished,South - East,"Garden/Park, Main Road",3,4,Bachelors/Family,Immediately
581,Bangalore,3, ,20000,950 sqft,Flat,Unfurnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
582,Bangalore,3,Sarjapur,30000,1450 sqft,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",2,2,Family,Immediately
583,Bangalore,3, ,1.3 Lac,2000 sqft,Flat,Unfurnished,East,Main Road,4,1,Bachelors/Family,Immediately
584,Bangalore,3, ,1.6 Lac,1800 sqft,Flat,Semi-Furnished,North,Main Road,3,3,Bachelors/Family,Immediately
585,Bangalore,2, ,45000,960 sqft,Flat,Semi-Furnished,West,Garden/Park,2,2,Family,Immediately
586,Bangalore,3,Bannerghatta Main Road,65000,1750 sqft,Flat,Semi-Furnished,West,Garden/Park,3,2,Bachelors,Immediately
587,Bangalore,4,Yelahanka,3.5 Lac,4072 sqft,Villa,Semi-Furnished,East,"Pool, Garden/Park",4,1,Bachelors/Family,Immediately
588,Bangalore,3,Koramangala,2 Lac,1530 sqft,Flat,Furnished,South -West,"Garden/Park, Main Road",3,2,Bachelors,Immediately
589,Bangalore,5,Jayanagar,1.9 Lac,5200 sqft,House,Unfurnished,East,Main Road,4,1,Bachelors/Family,Immediately
590,Bangalore,1, ,30000,750 sqft,Flat,Furnished,East,Garden/Park,1,1,Family,Immediately
591,Bangalore,2,Bellandur,72000,890 sqft,Flat,Semi-Furnished,West,Garden/Park,2,1,Family,From Feb '26
592,Bangalore,3, ,45000,1500 sqft,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors,Immediately
593,Bangalore,3,Sarjapur,60000,1088 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors/Family,Immediately
594,Bangalore,4, ,1.8 Lac,3200 sqft,Villa,Semi-Furnished,West,Garden/Park,5,3,Bachelors/Family,Immediately
595,Bangalore,3, ,1.2 Lac,1925 sqft,Flat,Semi-Furnished,East,Garden/Park,3,3,Family,Immediately
596,Bangalore,2, ,47000,820 sqft,Flat,Semi-Furnished,East,Main Road,2,1,Family,From Mar '26
597,Bangalore,2, ,50000,1000 sqft,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors,Immediately
598,Bangalore,4, ,85000,1200 sqft,Villa,Semi-Furnished,North - East,Main Road,3,3,Bachelors,Immediately
599,Bangalore,2,Koramangala,80000,1300 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,2,Bachelors,Immediately
600,Mumbai,4,Chembur,2.2 Lac,2650 sqft,Flat,Unfurnished,East,"Main Road, Garden/Park, Pool",5,4,Bachelors/Family,Immediately
601,Mumbai,3, ,1.3 Lac,1076 sqft,Flat,Semi-Furnished,South,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors/Family,Immediately
602,Mumbai,2,Powai,95000,888 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
603,Mumbai,3,Wadala,90000,820 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,Unknown,Family,Immediately
604,Mumbai,2,Worli,2 Lac,944 sqft,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors/Family,Immediately
605,Mumbai,3, ,5.2 Lac,2100 sqft,Flat,Semi-Furnished,West,Main Road,4,3,Family,Immediately
606,Mumbai,3,Juhu,3.9 Lac,1800 sqft,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
607,Mumbai,4,Goregaon,3.8 Lac,2046 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",5,Unknown,Bachelors,Immediately
608,Mumbai,3,Andheri,1.9 Lac,1100 sqft,Flat,Furnished,West,"Garden/Park, Pool, Main Road",3,2,Family,From Jan '26
609,Mumbai,2,Wadala,88000,675 sqft,Flat,Semi-Furnished,North,"Garden/Park, Pool, Main Road",2,Unknown,Bachelors,Immediately
610,Mumbai,3,Malad,1.1 Lac,1230 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
611,Mumbai,3,Andheri,1.5 Lac,847 sqft,Flat,Furnished,North,Garden/Park,2,1,Bachelors/Family,Immediately
612,Mumbai,5,Powai,4.5 Lac,4500 sqft,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",5,3,Bachelors,Immediately
613,Mumbai,3,Wadala,1.8 Lac,1332 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
614,Mumbai,3,Worli,2.5 Lac,1092 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors,Immediately
615,Mumbai,3,Andheri,1.2 Lac,1220 sqft,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors,Immediately
616,Mumbai,2,Bandra,1.2 Lac,900 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,Unknown,Bachelors,Immediately
617,Mumbai,2, ,80000,670 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Family,Immediately
618,Mumbai,3,Chembur,1.4 Lac,1305 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",4,Unknown,Bachelors,Immediately
619,Mumbai,4,Andheri,7 Lac,3200 sqft,Flat,Semi-Furnished,East,Main Road,4,2,Family,Immediately
620,Mumbai,2,Goregaon,60000,620 sqft,Flat,Unfurnished,West,Main Road,2,Unknown,Family,Immediately
621,Mumbai,2,Powai,1.6 Lac,777 sqft,Flat,Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
622,Mumbai,3,Andheri,1.5 Lac,1322 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Family,Immediately
623,Mumbai,3, ,2.8 Lac,1378 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
624,Mumbai,2,Goregaon,75000,800 sqft,Flat,Furnished,East,Main Road,2,Unknown,Bachelors,Immediately
625,Mumbai,3,Andheri,1.1 Lac,1026 sqft,Flat,Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
626,Mumbai,4,Bandra,4.5 Lac,1723 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,1,Family,Immediately
627,Mumbai,4,Juhu,6.5 Lac,2500 sqft,Flat,Unfurnished,North,Garden/Park,6,Unknown,Bachelors/Family,Immediately
628,Mumbai,3,Andheri,1.5 Lac,1000 sqft,Flat,Semi-Furnished,East,Garden/Park,3,Unknown,Bachelors/Family,Immediately
629,Mumbai,4, ,4.2 Lac,2250 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,3,Bachelors/Family,Immediately
630,Mumbai,3,Goregaon,1.2 Lac,1084 sqft,Flat,Semi-Furnished,East,"Pool, Main Road",3,Unknown,Family,Immediately
631,Mumbai,2,Borivali,60000,750 sqft,Flat,Unfurnished,West,"Garden/Park, Main Road",2,Unknown,Bachelors/Family,Immediately
632,Mumbai,2,Chembur,60000,800 sqft,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
633,Mumbai,3,Bandra,3 Lac,1350 sqft,Flat,Unfurnished,North - East,Main Road,3,Unknown,Bachelors/Family,Immediately
634,Mumbai,1, ,51000,368 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Bachelors,Immediately
635,Mumbai,4,Ghatkopar,1.6 Lac,1510 sqft,Flat,Furnished,East,"Main Road, Garden/Park",4,Unknown,Bachelors,Immediately
636,Mumbai,3,Worli,2.7 Lac,1161 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors/Family,Immediately
637,Mumbai,3,Goregaon,2.4 Lac,1369 sqft,Flat,Semi-Furnished,North - East,Garden/Park,4,Unknown,Family,Immediately
638,Mumbai,3,Andheri,1.3 Lac,1250 sqft,Flat,Furnished,North - West,Garden/Park,3,3,Bachelors/Family,Immediately
639,Mumbai,3,Chembur,1.4 Lac,1100 sqft,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,Unknown,Bachelors,Immediately
640,Mumbai,4,Chembur,1.1 Lac,1450 sqft,Flat,Semi-Furnished,East,Main Road,4,Unknown,Family,Immediately
641,Mumbai,3,Goregaon,1.8 Lac,996 sqft,Flat,Semi-Furnished,East,Garden/Park,3,2,Bachelors/Family,Immediately
642,Mumbai,3, ,1.1 Lac,1250 sqft,Flat,Furnished,South,Main Road,2,2,Family,Immediately
643,Mumbai,2,Chembur,61000,550 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
644,Mumbai,1, ,44000,450 sqft,Flat,Semi-Furnished,East,Main Road,1,Unknown,Bachelors/Family,From Jan '26
645,Mumbai,2, ,1.8 Lac,850 sqft,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",2,Unknown,Family,Immediately
646,Mumbai,3,Ghatkopar,80000,835 sqft,Flat,Unfurnished,North - East,Main Road,3,Unknown,Family,Immediately
647,Mumbai,1, ,60000,489 sqft,Flat,Unfurnished,East,Main Road,2,Unknown,Family,Immediately
648,Mumbai,2,Andheri,80000,750 sqft,Flat,Semi-Furnished,East,Main Road,2,Unknown,Bachelors/Family,Immediately
649,Mumbai,3,Powai,1.3 Lac,900 sqft,Flat,Semi-Furnished,East,Garden/Park,3,Unknown,Bachelors/Family,Immediately
650,Mumbai,3,Wadala,1.9 Lac,1330 sqft,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,4,Bachelors/Family,Immediately
651,Mumbai,3,Andheri,1.3 Lac,849 sqft,Flat,Unfurnished,East,Main Road,3,1,Bachelors,Immediately
652,Mumbai,4,Andheri,1.8 Lac,1500 sqft,Flat,Furnished,East,Main Road,4,Unknown,Bachelors/Family,Immediately
653,Mumbai,2, ,1.2 Lac,950 sqft,Flat,Furnished,East,"Pool, Garden/Park",2,3,Bachelors,Immediately
