City,BHK,Location,Price,Area (sqft),Property Type,Furnishing,Property Facing,overlooking,Bathroom,Balcony,Tenant Preferred,Availability
Bangalore,3,Whitefield,72000,1400,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Bangalore,2,Whitefield,40000,1100,Flat,Semi-Furnished,West,Garden/Park,2,2,Family,Immediately
Bangalore,3,Whitefield,65000,1740,Flat,Semi-Furnished,North,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Bangalore,3,Whitefield,70000,1300,Flat,Semi-Furnished,East,Garden/Park,2,2,Family,Immediately
Bangalore,3,Whitefield,85000,1700,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Bangalore,3,Whitefield,150000,1927,Flat,Semi-Furnished,East,Pool,3,1,Bachelors,Immediately
Bangalore,4,Sarjapur,90000,2204,Flat,Semi-Furnished,East,Garden/Park,4,2,Bachelors/Family,Immediately
Bangalore,3,JP Nagar,50000,2000,Flat,Unfurnished,North,Garden/Park,3,3,Bachelors,Immediately
Bangalore,3,Sarjapur,73000,1450,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,2,Bachelors,Immediately
Bangalore,1,Sarjapur,30000,619,Flat,Semi-Furnished,West,Garden/Park,1,1,Bachelors/Family,From Feb '26
Bangalore,3,Whitefield,50000,1991,Flat,Semi-Furnished,South,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Bangalore,2,Whitefield,32000,970,Flat,Semi-Furnished,West,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,Sarjapur,70000,1100,Flat,Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Bangalore,2,Bellandur,65000,1150,Flat,Semi-Furnished,North - East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Mumbai,2,Powai,120000,777,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,Wadala,90000,820,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Family,Immediately
Mumbai,2,Goregaon,80000,775,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,3,Andheri,110000,1026,Flat,Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Wadala,150000,1321,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",2,3,Bachelors,Immediately
Mumbai,3,Andheri,110000,1270,Flat,Semi-Furnished,East,Main Road,3,2,Bachelors/Family,Immediately
Mumbai,2,Powai,120000,777,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Mumbai,3,Andheri,150000,1322,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,3,Family,Immediately
Mumbai,2,Andheri,80000,670,Flat,Unfurnished,East,Main Road,2,1,Family,Immediately
Mumbai,4,Chembur,150000,1600,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",4,1,Bachelors,Immediately
Mumbai,2,Goregaon,60000,620,Flat,Unfurnished,West,Main Road,2,1,Family,Immediately
Mumbai,3,Malad,110000,1230,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors,Immediately
Mumbai,3,Wadala,150000,1080,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Mumbai,2,Wadala,130000,955,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,2,Andheri,70500,753,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Kurla,65000,700,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,120000,950,Flat,Furnished,East,"Pool, Garden/Park",2,3,Bachelors,Immediately
Mumbai,2,Chembur,75000,675,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Mumbai,1,Chembur,50000,498,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,90000,1250,Flat,Unfurnished,East,Pool,3,3,Family,Immediately
Mumbai,3,Andheri,150000,1000,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,87500,776,Flat,Furnished,North,Main Road,2,1,Family,Immediately
Mumbai,1,Andheri,46000,450,Flat,Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,150000,790,Flat,Semi-Furnished,West,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,1,Andheri,45000,500,Flat,Unfurnished,East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,55000,480,Flat,Furnished,East,Main Road,2,1,Bachelors,From Jan '26
Mumbai,3,Powai,130000,900,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,Chembur,140000,1100,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Mumbai,3,Andheri,130000,849,Flat,Unfurnished,East,Main Road,3,1,Bachelors,Immediately
Mumbai,2,Ghatkopar,60000,635,Flat,Unfurnished,East,Main Road,2,1,Family,Immediately
Mumbai,3,Kandivali East,80000,1070,Flat,Unfurnished,North,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,1,Powai,43500,480,Flat,Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Mumbai,2,Powai,85000,750,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Goregaon,90000,1084,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,82000,1132,Flat,Semi-Furnished,East,"Main Road, Pool, Garden/Park",3,1,Bachelors,Immediately
Mumbai,2,Malad,65000,750,Flat,Unfurnished,North,"Garden/Park, Pool, Main Road",2,3,Bachelors,Immediately
Mumbai,3,Powai,120000,1010,Flat,Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Mumbai,2,Powai,70000,700,Flat,Unfurnished,North - East,Garden/Park,2,3,Family,Immediately
Mumbai,3,Powai,130000,989,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,120000,1100,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,130000,1080,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Mumbai,2,Goregaon,65000,685,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,Chembur,130000,1160,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,Mulund,62000,771,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,2,Kandivali East,44000,600,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Powai,130000,1050,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,3,Bachelors/Family,Immediately
Mumbai,2,Bandra,85000,700,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,90000,720,Flat,Furnished,East,Main Road,2,1,Family,Immediately
Mumbai,3,Powai,110000,950,Flat,Semi-Furnished,North,"Main Road, Garden/Park, Pool",3,1,Family,Immediately
Mumbai,3,Mulund,74000,1000,Flat,Semi-Furnished,East,"Garden/Park, Pool",2,3,Bachelors,Immediately
Mumbai,2,Andheri,70000,795,Flat,Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Mumbai,1,Malad,32000,625,Flat,Unfurnished,North,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Goregaon,62000,685,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,100000,1129,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,42000,443,Flat,Semi-Furnished,North - East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,51000,368,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Bandra,99000,609,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,3,Ghatkopar,140000,1400,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,72000,838,Flat,Semi-Furnished,East,Main Road,2,1,Family,Immediately
Mumbai,2,Malad,72000,900,Flat,Semi-Furnished,South,Main Road,3,1,Bachelors,Immediately
Mumbai,3,Andheri,78000,850,Flat,Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors,Immediately
Mumbai,2,Chembur,69000,700,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,3,Ghatkopar,110000,1080,Flat,Unfurnished,North - West,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Dadar,120000,750,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,25000,600,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors,Immediately
Mumbai,2,Andheri,35000,650,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Mumbai,2,Powai,76000,634,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Bachelors,Immediately
Mumbai,3,Kandivali East,72000,1000,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,Powai,80000,635,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,3,Mulund,75000,960,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors,Immediately
Mumbai,2,Malad,70000,853,Flat,Unfurnished,East,Garden/Park,2,2,Bachelors/Family,Immediately
Mumbai,3,Andheri,80000,1240,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,Wadala,75000,710,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,37000,420,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Mumbai,2,Andheri,72000,650,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,3,Andheri,130000,1076,Flat,Semi-Furnished,South,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,80000,850,Flat,Unfurnished,East,Main Road,2,1,Family,Immediately
Mumbai,3,Wadala,140000,972,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,140000,850,Flat,Unfurnished,South,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,1,Andheri,48000,425,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,3,Kandivali East,83000,1052,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,93000,1129,Flat,Semi-Furnished,North - West,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,130000,730,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,2,Ghatkopar,59000,710,Flat,Semi-Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,3,Goregaon,100000,1084,Flat,Furnished,North - West,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,110000,1600,Flat,Furnished,East,Main Road,4,1,Family,Immediately
Mumbai,2,Andheri,47000,650,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Mumbai,3,Lower Parel,150000,1400,Flat,Unfurnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,50000,547,Flat,Unfurnished,East,Main Road,2,1,Family,Immediately
Mumbai,2,Andheri,120000,780,Flat,Semi-Furnished,North - East,Garden/Park,2,1,Family,Immediately
Mumbai,3,Andheri,95000,1100,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Mumbai,3,Andheri,140000,1000,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,83000,700,Flat,Furnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Andheri,36000,635,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,2,Family,Immediately
Mumbai,2,Andheri,150000,740,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Ghatkopar,100000,730,Flat,Furnished,East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,2,Kandivali East,55000,600,Flat,Semi-Furnished,North - East,"Garden/Park, Main Road",2,1,Family,Immediately
Mumbai,3,Andheri,75000,1020,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,34000,588,Flat,Unfurnished,East,"Main Road, Garden/Park",2,1,Bachelors,From Feb '26
Mumbai,1,Andheri,33000,371,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,3,Andheri,80000,1121,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Family,Immediately
Mumbai,3,Andheri,85000,900,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,4,Kandivali East,89000,1250,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,3,Ghatkopar,130000,1046,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,95000,900,Flat,Semi-Furnished,North,Main Road,3,1,Family,Immediately
Mumbai,2,Andheri,60000,700,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,1,Borivali,34000,420,Flat,Furnished,West,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,Dadar,160000,1350,Flat,Unfurnished,North - East,Garden/Park,3,2,Bachelors,Immediately
Mumbai,2,Borivali,50000,600,Flat,Unfurnished,East,Main Road,2,1,Family,Immediately
Mumbai,2,Andheri,130000,843,Flat,Semi-Furnished,North - West,"Pool, Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,95000,1012,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,95000,800,Flat,Semi-Furnished,West,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,55000,676,Flat,Furnished,North - East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Goregaon,45000,550,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Mumbai,2,Mulund,40000,600,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,1,Kandivali,32000,400,Flat,Unfurnished,North,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,46000,890,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",3,1,Family,Immediately
Mumbai,3,Mulund,60000,865,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors,Immediately
Mumbai,2,Mulund,60000,780,Flat,Unfurnished,South - East,Main Road,2,1,Bachelors,Immediately
Mumbai,1,Powai,37000,450,Flat,Semi-Furnished,North - East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,120000,1017,Flat,Unfurnished,West,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,Malad,51000,750,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,1,Andheri,60000,400,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,72000,480,Flat,Semi-Furnished,East,Garden/Park,1,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,50000,700,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,90000,1295,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",3,1,Bachelors,Immediately
Mumbai,2,Andheri,42000,650,Flat,Unfurnished,West,Garden/Park,2,1,Family,Immediately
Mumbai,3,Andheri,85000,780,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,Andheri,100000,700,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,70000,795,Flat,Semi-Furnished,South,"Garden/Park, Main Road",2,3,Bachelors/Family,Immediately
Mumbai,3,Mulund,72500,1018,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,Kandivali East,60000,711,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,2,Mulund,60000,718,Flat,Unfurnished,North - East,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,3,Powai,120000,1000,Flat,Semi-Furnished,North - West,"Garden/Park, Pool, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,110000,1000,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,65000,540,Flat,Furnished,North - East,Main Road,2,1,Bachelors,Immediately
Mumbai,3,Goregaon,100000,1075,Flat,Furnished,East,Garden/Park,3,1,Bachelors,Immediately
Mumbai,2,Chembur,75000,700,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,120000,1250,Flat,Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,140000,1060,Flat,Semi-Furnished,East,"Garden/Park, Pool",3,1,Family,Immediately
Mumbai,2,Kandivali East,66000,844,Flat,Semi-Furnished,North,Garden/Park,2,1,Bachelors,Immediately
Mumbai,3,Chembur,130000,1350,Flat,Unfurnished,East,Main Road,3,1,Family,Immediately
Mumbai,4,Andheri,140000,1200,Flat,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",4,1,Family,Immediately
Mumbai,2,Kandivali East,69000,850,Flat,Unfurnished,South - East,Pool,2,2,Family,Immediately
Mumbai,2,Andheri,75000,614,Flat,Unfurnished,East,Pool,2,1,Bachelors/Family,Immediately
Mumbai,1,Kandivali,38000,430,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,2,Kandivali East,45000,650,Flat,Furnished,East,Main Road,2,1,Family,Immediately
Mumbai,4,Andheri,170000,1470,Flat,Semi-Furnished,North - East,Main Road,4,2,Bachelors/Family,Immediately
Mumbai,3,Chembur,140000,1300,Flat,Unfurnished,North - East,Main Road,3,1,Bachelors,Immediately
Mumbai,3,Mulund,130000,1440,Flat,Semi-Furnished,East,Main Road,3,1,Family,Immediately
Mumbai,2,Andheri,62000,771,Flat,Semi-Furnished,East,Garden/Park,2,1,Family,Immediately
Mumbai,2,Powai,85000,760,Flat,Furnished,North - East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Goregaon,70000,715,Flat,Unfurnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Chembur,75000,773,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Mumbai,2,Wadala,140000,955,Flat,Unfurnished,East,"Garden/Park, Pool",2,3,Bachelors/Family,Immediately
Mumbai,2,Powai,98000,750,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,3,Malad,90000,1110,Flat,Unfurnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,70000,855,Flat,Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,Chembur,76000,900,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
Mumbai,2,Andheri,70000,619,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,75000,1270,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",3,2,Bachelors/Family,Immediately
Mumbai,2,Goregaon,60000,579,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Borivali,49000,650,Flat,Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,3,Thakur Village,75000,890,Flat,Unfurnished,North - East,"Garden/Park, Main Road",2,2,Family,Immediately
Mumbai,1,Andheri,14500,300,Flat,Unfurnished,East,"Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,2,Kandivali East,48000,650,Flat,Furnished,North,Garden/Park,2,1,Family,Immediately
Mumbai,3,Chembur,85000,1000,Flat,Unfurnished,East,Main Road,3,2,Family,Immediately
Mumbai,3,Mulund,80000,912,Flat,Semi-Furnished,East,"Garden/Park, Main Road",3,1,Bachelors/Family,Immediately
Mumbai,1,Wadala,61000,570,Flat,Furnished,East,"Main Road, Garden/Park",2,1,Bachelors,Immediately
Mumbai,2,Borivali,68000,734,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Kandivali East,59000,763,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,1,Family,Immediately
Mumbai,2,Goregaon,75000,647,Flat,Unfurnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Mumbai,3,Andheri,97999,840,Flat,Furnished,North,Main Road,3,3,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,72000,1173,Flat,Semi-Furnished,North,"Garden/Park, Main Road",3,1,Family,Immediately
Mumbai,2,Goregaon,70000,788,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,2,Bachelors/Family,Immediately
Mumbai,3,Andheri,95000,1050,Flat,Semi-Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,2,Mulund,55000,770,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,57000,726,Flat,Semi-Furnished,East,"Garden/Park, Main Road",2,1,Bachelors,From Feb '26
Mumbai,2,Goregaon,75000,700,Flat,Semi-Furnished,East,"Pool, Main Road",2,3,Bachelors,Immediately
Mumbai,2,Andheri,70000,600,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,1,Andheri,52000,560,Flat,Semi-Furnished,East,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,1,Kurla,53000,650,Flat,Furnished,West,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Borivali,45000,750,Flat,Unfurnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Ghatkopar,65000,672,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Mulund,40000,630,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,65000,750,Flat,Furnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Mumbai,1,Malad,25000,250,Flat,Semi-Furnished,West,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,90000,765,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,From Apr '26
Mumbai,2,Mulund,49999,850,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Powai,78000,950,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Andheri,150000,1240,Flat,Furnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Mumbai,3,Mulund,92000,1296,Flat,Semi-Furnished,West,Garden/Park,3,1,Bachelors,Immediately
Mumbai,3,Goregaon,90000,1100,Flat,Semi-Furnished,South -West,Garden/Park,3,1,Bachelors/Family,From Mar '26
Mumbai,2,Andheri,45000,700,Flat,Semi-Furnished,North,Garden/Park,2,1,Family,Immediately
Mumbai,2,Andheri,150000,710,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Goregaon,79000,885,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors,Immediately
Mumbai,1,Andheri,34000,590,Flat,Semi-Furnished,South,Main Road,1,1,Bachelors/Family,Immediately
Mumbai,1,Kandivali East,25000,400,Flat,Semi-Furnished,North - East,Garden/Park,1,1,Bachelors/Family,Immediately
Mumbai,2,Goregaon,70000,675,Flat,Semi-Furnished,East,Main Road,2,1,Bachelors/Family,From Feb '26
Mumbai,2,Kandivali,50000,1100,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Kandivali East,45000,1200,Flat,Unfurnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,90000,645,Flat,Furnished,North - East,Garden/Park,2,1,Bachelors/Family,Immediately
Mumbai,1,Mulund,15000,750,Flat,Furnished,North - West,"Pool, Garden/Park, Main Road",1,1,Bachelors,Immediately
Mumbai,2,Andheri,50000,800,Flat,Semi-Furnished,East,Main Road,2,2,Bachelors/Family,Immediately
Mumbai,2,Andheri,65000,900,Flat,Semi-Furnished,North,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,3,Chembur,90000,1020,Flat,Semi-Furnished,East,Main Road,3,1,Bachelors/Family,Immediately
Mumbai,4,Andheri,120000,1700,Flat,Furnished,East,Main Road,4,2,Bachelors/Family,Immediately
Mumbai,3,Chembur,140000,1250,Flat,Semi-Furnished,East,"Garden/Park, Main Road",4,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,80000,850,Flat,Unfurnished,East,Main Road,2,3,Bachelors/Family,Immediately
Mumbai,4,Chembur,100000,1100,Flat,Furnished,East,Main Road,3,1,Bachelors,Immediately
Mumbai,2,Andheri,62000,700,Flat,Unfurnished,North,Main Road,2,1,Bachelors,Immediately
Mumbai,2,Andheri,17000,550,Flat,Unfurnished,East,"Garden/Park, Main Road",2,3,Bachelors,Immediately
Mumbai,2,Powai,50000,650,Flat,Furnished,East,Main Road,2,1,Bachelors/Family,Immediately
Mumbai,2,Andheri,65000,650,Flat,Furnished,East,Main Road,2,2,Bachelors,Immediately
Mumbai,3,Wadala,150000,1900,Flat,Semi-Furnished,East,"Pool, Main Road",3,3,Bachelors,Immediately
Pune,2,Hinjawadi,23006,910,Flat,Semi-Furnished,East,"Pool, Garden/Park, Main Road",2,1,Bachelors,Immediately
Pune,2,Kharadi,25000,580,Flat,Furnished,East,Main Road,2,1,Family,Immediately
Pune,3,Viman Nagar,70000,1000,Flat,Unfurnished,East,Garden/Park,3,1,Bachelors/Family,Immediately
Pune,3,Kharadi,45000,1650,Flat,Semi-Furnished,East,Main Road,3,3,Family,From Feb '26
Pune,2,Kharadi,36000,740,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Family,Immediately
Pune,2,Hinjawadi,22000,630,Flat,Unfurnished,East,"Garden/Park, Pool",2,1,Bachelors/Family,Immediately
Pune,2,Hinjawadi,21000,800,Flat,Unfurnished,East,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,45000,1000,Flat,Semi-Furnished,East,"Garden/Park, Pool, Main Road",2,1,Bachelors,Immediately
Pune,2,Hinjawadi,28000,850,Flat,Furnished,West,"Garden/Park, Pool, Main Road",2,2,Bachelors/Family,Immediately
Pune,2,Kharadi,27000,950,Flat,Semi-Furnished,East,Main Road,2,2,Family,Immediately
Pune,1,Hinjawadi,25000,545,Flat,Unfurnished,East,"Garden/Park, Main Road",2,1,Bachelors/Family,Immediately
Pune,3,Viman Nagar,160000,2000,Flat,Furnished,East,"Garden/Park, Pool",3,1,Bachelors/Family,Immediately
